lat,long
-25.062983,31.262388
39.109093,-94.465006
-22.61251,-43.172199
34.647778,-78.549148
41.558005,-81.575262
-6.22974,106.70336
37.124745,-8.58976
39.962126,41.114539
28.569047,-81.508203
44.99984,-79.59527
48.839458,2.71205
-8.66696,115.22823
-33.895328,151.270742
2.403483,101.964251
41.035104,28.98288
4.616038,101.108977
14.590356,121.03062
49.008491,2.031848
25.672488,51.507946
3.558217,98.633231
31.270659,34.262383
48.54996,2.616677
-22.886649,-43.304338
43.769012,142.357182
34.143783,132.217926
39.644478,3.012205
43.602904,1.428322
32.920449,-96.967449
41.042749,29.108741
-6.893648,109.41423
34.760148,134.838448
50.70392,-2.453761
-19.791704,-42.147295
38.90329,-77.062706
35.836807,127.118035
14.68811,120.969771
53.332964,-6.246864
52.496844,-1.872748
40.58951,-73.738307
-6.271884,106.765909
-6.458084,106.794772
-22.445856,-44.523895
18.50099,-68.38012
-22.853302,-43.453632
-4.85106,119.575025
14.628799,121.147645
-7.367131,107.818587
13.506514,144.81136
41.755102,-88.222601
-5.104221,105.322396
20.711145,-103.364965
38.756683,-75.591973
-7.368789,112.786908
43.044555,-87.908702
2.940361,-75.271396
32.886315,130.991389
24.670867,46.798427
-1.203602,36.83322
43.11505,-8.111357
10.326837,123.900031
-25.534357,-49.255617
35.806146,139.551852
25.715778,-100.187155
40.742724,-74.007618
3.58158,98.61992
41.404388,2.159472
40.86919,31.137727
-6.23579,107.00677
45.476878,-73.619147
35.321406,139.858951
-7.60618,110.8752
18.55438,121.240347
48.870629,2.482699
-15.703117,-47.884103
34.484258,133.379706
-23.533221,-46.448715
54.724744,55.992212
52.756449,41.437273
33.54187,-84.646166
-6.49258,106.72196
3.202551,101.755522
-5.14325,119.47417
-22.501821,-43.200328
14.598581,121.003545
-27.47612,-58.797645
41.520743,1.763153
41.042154,28.852173
-7.40936,109.24613
52.112262,6.520975
54.004597,-0.448032
48.87218,2.451786
34.70028,135.601846
23.152771,113.324762
31.738476,130.651259
-35.2408,149.092533
-26.902339,-48.692619
34.272616,-118.675346
-4.0244,104.750531
41.617488,-4.763547
2.953556,-76.69297
4.601673,101.13992
51.526057,0.178405
-8.18918,113.87117
9.835817,-83.872175
40.844708,-73.823314
41.125247,-4.433775
41.023159,28.59634
-29.176271,-51.197378
14.176501,120.803011
-2.514055,-44.249618
14.346109,121.066173
13.135572,-59.545668
-3.437537,114.738405
35.670197,139.702835
38.090543,-1.796496
-24.789205,-53.299527
16.766702,-93.1549
37.01274,35.321335
5.828313,100.385214
-23.535515,-46.631594
48.791449,2.367708
-33.402566,-70.579047
40.182672,-8.803771
38.935908,26.930849
-24.038609,-46.508131
-7.78096,110.37694
45.747167,4.808588
32.747928,-97.359449
30.714518,-89.107929
21.51097,39.271414
2.983975,101.813374
51.588678,5.789262
2.472628,102.23212
15.685315,100.122688
39.93779,-0.107966
-33.919884,18.417404
1.81933,103.307177
37.403252,-1.57965
3.142118,101.720873
13.96571,100.597038
-37.984854,-57.551497
53.833474,-2.194303
51.523924,-0.143419
35.430361,140.299661
0,0
-31.608112,-60.713485
4.555908,-74.136048
41.017195,28.955011
4.568392,-74.105937
-23.768693,16.294978
-43.091844,-68.538899
40.42233,-3.709826
-0.513746,117.165094
51.521746,-3.232687
-7.48132,112.70352
3.55427,98.68887
9.90777,-84.12688
-7.761248,110.380969
35.705697,139.578299
15.868208,104.621488
14.584876,121.103392
37.977571,-1.125135
15.168229,120.604318
51.581392,4.75798
39.348188,-1.928043
47.858506,12.106613
29.338129,47.687648
-6.92616,107.64203
52.45233,-1.791279
-34.694886,-58.392277
-6.314851,106.88715
-7.855485,110.374253
-7.756913,110.409008
44.221883,-70.515459
40.362994,-8.021519
29.311342,48.030956
41.946933,-87.670638
40.904294,29.170423
-7.677249,108.610591
28.951446,-13.591647
31.474493,-100.398728
19.056013,-98.289048
28.240554,-81.290169
-6.9353,107.77749
14.756974,120.999747
26.26099,-80.13079
5.57642,95.37178
-23.717523,-46.615888
-7.26312,112.74049
-3.32951,114.565744
-8.14608,112.36398
-7.657083,112.69327
38.276807,140.703044
-6.21286,107.02604
36.072282,32.834791
9.989459,-84.10206
-7.96787,112.61352
13.969121,121.668512
-7.508262,110.973425
25.361381,49.634952
-22.951646,-43.394283
52.86086,-2.163132
32.816931,-79.993104
13.871289,100.548662
1.431606,103.779151
39.600259,141.126862
52.212267,-0.774024
14.599835,121.009343
55.602887,37.28219
-6.91679,107.60824
19.057737,72.848368
35.035065,-85.270765
37.400968,-79.165346
42.92506,10.758018
-34.092969,18.858641
-22.871024,-43.341048
-7.727812,110.61954
47.3615,39.888972
29.524593,-98.557444
56.491819,-2.972261
21.281279,-157.828282
39.944285,32.641616
-27.510779,-48.642131
51.025729,2.374822
-3.071217,-60.047191
37.649399,126.77884
-6.247495,106.6913
35.728458,139.727216
-6.936228,107.670396
44.90089,37.334988
-7.44662,112.69775
14.570928,121.06082
7.372184,124.261781
4.134628,-73.653188
-7.267,112.75605
49.079665,-0.633908
33.128855,-96.607193
35.170669,136.881645
14.127456,100.850238
36.84988,-76.253519
45.476565,-73.453918
36.157427,-86.777132
57.628592,14.802422
40.282186,-75.702597
53.528361,-2.654961
10.95087,-74.793423
35.654186,-88.835209
36.509221,-6.143027
14.423382,120.989444
-6.97955,110.40908
25.788715,-80.132287
-6.215708,106.870992
14.57595,121.03025
-7.805317,110.402081
54.829904,-6.584468
52.472649,-2.115454
3.200304,101.535096
-7.209348,112.771091
-20.776946,-49.374948
-25.584138,-49.316612
-27.096031,-61.069448
1.30768,101.17581
53.00895,-0.991761
18.131399,100.148381
31.854736,131.396411
-7.26735,112.64864
56.268412,14.529507
14.420428,120.960358
39.3451,-84.26665
40.745485,-74.046736
-27.394847,-48.423428
56.312893,44.054756
43.670305,-79.393552
26.742385,-80.259702
34.733621,135.618724
-3.72815,-38.500703
22.519048,88.364429
48.89887,2.339135
-7.24633,107.88137
35.102862,136.897756
39.847918,-76.873359
34.446276,135.343848
-6.233534,107.096189
41.599132,-4.123857
42.519358,-90.666178
35.647179,139.707808
48.860264,2.478642
51.750677,-3.374438
54.961439,-1.478255
51.63942,-3.975448
42.150517,-8.776084
56.18378,36.977379
36.549571,31.985499
-20.012036,-45.984421
33.761005,130.528734
52.23612,5.99677
-7.674302,109.661244
35.926061,139.60938
48.945475,1.996187
16.481882,99.537935
43.715,-79.354833
-22.468319,-43.829857
-2.92093,104.701608
32.009279,34.783148
2.229464,102.258059
24.338,54.542538
41.795641,-88.007331
-18.718442,-39.849878
34.724221,134.035945
-2.938105,104.791471
50.313739,19.076
40.705705,14.780817
3.60429,98.60878
32.763665,-99.900415
49.222522,2.440055
20.133312,-98.766287
49.41313,7.570553
42.417941,-96.417229
39.657738,27.843657
-22.11366,-43.206069
-6.73909,108.54995
-6.94718,107.66595
53.705819,-6.351554
14.105476,122.956329
-10.138665,-36.176569
37.167587,38.787404
0.45045,101.426558
13.923048,100.594578
51.821337,4.613554
51.885904,0.911826
-22.319317,-42.547577
-29.709101,-51.132709
-7.83228,110.36043
-6.963355,107.566007
19.570699,41.9561
-34.579763,-58.643563
53.544751,-2.409409
37.141361,-93.337563
14.4002,120.990398
28.097208,-80.570457
-5.385174,105.220849
1.494816,103.766366
44.652035,37.940566
13.713536,100.594442
-6.970065,110.39224
34.702424,135.495908
45.59424,9.272475
-6.564575,107.427626
-22.725761,-47.350823
-22.019723,-47.897335
39.95902,-84.177802
44.033706,-79.479891
4.716271,-74.031941
3.192847,101.631496
34.229098,134.040015
15.537478,120.763566
56.137453,-3.947022
32.615739,-83.686277
1.510557,103.922125
34.967096,135.772691
53.536731,49.293156
32.780134,-115.580156
-6.236679,107.034693
-6.303707,106.759005
1.352555,103.714897
37.754505,139.026227
40.034576,-75.040332
-6.259795,106.836788
55.435004,65.331031
42.430098,-8.073228
52.281775,0.323337
40.605019,-74.303415
38.990525,-1.877109
48.883204,2.209176
49.430341,1.06862
-5.075795,-42.743461
38.045908,-1.200657
3.120018,101.774446
-34.572451,-58.457965
22.745083,-102.592606
38.346097,-0.515074
49.020519,2.245905
44.096927,-103.215713
45.422391,12.04235
51.582004,-0.101104
37.124732,127.085053
34.493249,133.345657
39.607749,19.914555
7.387265,125.759457
-23.938667,-46.326195
-2.251276,-49.508956
-22.956897,-43.356735
35.801557,140.117554
43.900418,10.218992
39.992097,32.708577
32.310691,-95.305905
-23.467001,-46.683033
40.636691,-73.951493
-6.210406,106.866818
33.958113,-117.383032
41.029806,-6.010672
28.367086,-81.395515
-34.772942,-58.225807
-6.778678,106.785995
-32.957153,-60.675218
13.732505,100.499075
-22.993744,-43.271068
38.612346,-76.882707
1.44106,124.75283
43.412719,-80.357379
42.326443,-71.060375
40.215867,28.981601
34.967096,135.772691
-3.732443,-38.542324
41.6159,-4.689059
38.923796,-77.03187
14.595075,121.130241
39.181937,-86.516168
38.245223,-1.420223
41.067709,1.157929
38.085501,-0.940439
-25.529255,-49.355909
-0.144528,-78.45523
47.086613,37.523917
38.324016,26.334078
43.321744,5.368766
15.002131,120.605754
42.627745,-82.920105
-6.25193,106.79272
41.7884,-71.30112
20.501632,-86.955285
39.617391,141.187191
43.781751,11.261416
43.51553,-70.385823
40.330778,-8.838335
30.187972,-85.692336
-27.448886,-59.013258
52.526273,13.366949
30.158794,-97.739003
-27.452953,-48.3983
7.864163,-72.475533
-22.880541,-42.980737
-34.956027,-57.91735
-15.841266,-48.022166
34.967096,135.772691
53.397799,-2.9374
-34.71045,-58.732825
29.300395,47.914788
22.4333,114.033
14.536307,121.011794
-5.401959,105.299125
41.471867,26.825606
-15.84099,-48.022349
18.75532,99.498266
35.466193,139.622691
40.214164,28.982812
14.66584,120.994991
52.155208,-0.426282
-22.412427,-49.411669
10.187357,-67.461851
-6.957484,107.614057
35.972004,139.782753
39.252116,-96.587017
50.633681,3.051274
39.25979,-84.800595
-7.77214,110.40154
-0.416606,116.981905
-6.00719,106.04388
36.720539,-4.391743
37.761896,30.572218
29.382617,-96.181246
37.094306,-6.728348
-23.108427,-45.700798
3.003561,101.671708
14.293129,121.461264
-7.349637,110.506552
39.785234,30.48283
-35.815979,-61.897487
34.967096,135.772691
42.366936,-71.075096
32.041323,131.425863
35.923709,140.009439
40.431685,-3.705172
40.913885,14.365181
44.641112,-63.704204
50.47384,30.544688
40.618046,-74.106631
-5.133838,119.494402
19.241846,-99.131608
35.220977,128.570251
-7.030259,110.467552
-34.612148,-58.422026
-34.813643,-58.368517
53.224625,50.167994
40.615161,-74.086886
45.54022,9.236216
-25.373499,-49.204269
40.832843,-74.108092
39.664636,-75.090011
39.57479,-0.326043
37.786537,29.022816
51.375954,-0.117384
48.666002,2.558195
-27.316289,-49.634053
-6.825953,110.843881
19.767253,96.200497
45.516589,-73.578987
-7.783685,110.382537
36.74089,34.53077
34.25232,133.988265
-6.90997,107.63356
-6.903688,107.715891
41.571897,2.035896
-7.816152,111.136959
41.111307,29.051696
3.568402,98.65067
-6.986081,107.592121
3.148966,101.775188
-0.58834,117.10096
51.237069,-0.581286
-0.32305,103.152935
35.365748,139.185913
38.042925,140.669331
45.590526,4.749076
29.285429,48.062494
39.056031,-94.609388
38.614045,27.428833
-5.933965,106.005106
25.728406,-80.239582
1.597431,103.645893
-28.689814,-49.424852
55.010732,-1.58619
51.287437,7.299142
51.542846,-0.051473
34.165964,131.449394
39.354969,-74.434649
45.029954,39.093035
37.852771,27.255009
-6.26412,106.848393
-23.500898,-46.682454
40.39134,-3.71733
36.658961,-4.559212
3.136641,101.614574
41.893908,-88.343278
29.937672,-93.930485
41.033107,28.929577
53.402962,-2.299968
7.210114,124.237521
-19.897635,-43.999759
41.078316,29.011127
-28.128991,153.456598
51.724849,-1.232882
-34.548918,-58.48405
53.613171,31.929955
-3.412834,104.269098
13.903965,121.143034
-35.815689,-61.885323
-24.039458,-46.524732
14.856864,120.802026
-6.35026,107.0124
6.275232,-75.581035
35.724428,139.882474
46.074825,11.127748
52.612427,-0.277296
40.566488,35.998395
3.056485,101.576814
53.54434,-0.01957
41.076131,28.249763
32.79071,132.97199
39.270239,-77.22511
45.044506,35.363796
-2.9349,104.68461
-1.296262,-48.156086
-6.928699,107.583659
45.43033,12.33127
41.512465,-71.253703
18.547919,-69.852503
24.448985,39.664023
40.739313,-73.974755
25.59059,-99.941563
3.60296,98.682829
-28.684307,-49.374025
-23.598684,-46.536914
37.210655,28.373211
-38.008759,-57.717608
-6.150465,106.780323
35.648419,139.644298
29.737239,-95.73512
-2.862922,103.832704
11.997968,120.202858
51.542697,-0.343198
-25.369602,-57.575298
51.68697,-0.937677
13.929492,121.101733
41.264056,36.335648
-30.975234,-54.667287
23.61444,58.561807
55.65608,37.665499
24.805419,46.651734
36.20318,36.163554
57.919554,56.019122
-27.459513,-55.745139
51.539499,0.709795
9.774823,118.740034
-6.244083,-38.914345
-6.2307,106.72686
51.421302,-0.207431
19.302832,-99.133703
-6.396859,106.9281
33.63963,-84.427749
36.031945,139.419455
55.649546,37.603422
41.191969,29.044891
43.083379,141.364075
36.652449,137.241299
-22.922928,-43.193052
5.621982,-0.256458
14.558494,121.026912
-16.705935,-49.31118
6.185825,-75.642734
40.059602,-86.145129
-29.694573,-51.088629
14.748044,121.049998
-22.97616,-43.189068
9.171126,99.480777
52.484476,-2.043619
-22.749235,-41.966312
37.893184,139.081712
14.645318,120.961132
17.388518,103.718609
21.520883,39.227629
48.911915,2.417929
31.038583,31.364044
36.087655,-83.927386
49.847418,7.853976
2.947883,101.680183
37.526748,127.017442
34.258326,-85.865693
-7.963914,112.619263
-1.24014,116.94397
-23.638095,-46.597459
-27.780689,-64.272787
-6.14456,106.84515
-22.899997,-43.272713
25.323121,55.379632
45.579091,11.041947
36.321817,-6.15427
37.942169,-4.499316
13.801807,100.903238
38.888728,-77.005578
53.78319,-2.655564
40.390163,-3.739584
1.514087,124.862226
44.578191,-85.656027
23.19841,58.984334
21.296252,40.390344
55.774096,-4.172595
-6.228094,106.890854
41.00535,28.976837
-6.428673,106.856321
-7.542352,110.769439
14.383088,120.982044
52.541182,13.41081
35.632747,139.641289
42.085878,-71.695681
-6.123387,106.156589
34.617882,135.538924
-3.838214,-38.596598
14.986341,102.085419
-5.51251,-47.457335
-7.55361,110.7943
40.804796,-73.916184
6.140267,100.387707
49.761643,4.774395
-9.666848,-35.744248
5.639594,-0.081082
40.424595,-3.715283
-6.230699,106.726859
29.95302,-90.063893
33.372385,-111.983699
-23.150783,-46.545668
-6.976632,107.755655
38.924008,-77.055384
39.32343,-76.625499
35.677369,140.046678
24.735,46.689604
-45.86217,170.51786
-6.881669,107.615613
-23.658739,-46.569104
-6.194381,106.948441
-26.816803,-65.178393
17.172014,104.10916
34.72929,135.775824
-7.661761,111.11425
34.967096,135.772691
42.317852,-71.110703
34.184391,-118.422302
-35.007441,-59.266393
16.198999,103.289371
-7.343053,110.506137
1.319564,103.880285
30.005256,-90.259753
2.966334,101.727176
46.235424,26.834013
35.714397,139.340691
51.676514,0.01796
-6.925689,107.479664
34.663315,135.83739
35.742639,139.913899
53.011691,18.600406
1.322,103.881864
-8.167464,111.846688
40.714804,-73.283245
30.174878,-85.803786
52.183701,0.168097
35.659501,139.702306
28.296046,-81.242129
7.372185,124.26178
5.610225,100.463503
28.496845,-82.600138
16.890257,99.11858
38.309948,-77.513024
33.652844,-84.715325
4.817558,-75.699295
39.891234,32.785907
46.235424,26.834013
-23.525552,-46.780617
26.693999,-80.142831
41.643046,-72.902349
-26.915261,-49.111667
14.09019,121.05527
39.933267,-75.306815
34.992377,137.096179
-6.3957,107.41659
37.686758,-0.962633
-22.460136,-44.451956
55.820697,-4.232555
2.6633,99.622735
51.119099,20.895387
30.073882,-95.522076
-11.994392,-77.008183
40.028751,-76.331505
35.671042,-90.52638
-6.580792,106.753554
50.474172,-4.719694
-1.355591,-48.456178
-7.502108,108.402488
-0.03148,109.32127
44.817436,20.415669
34.670506,135.502353
48.191396,16.346202
13.04209,5.22536
42.257751,-88.975209
-22.801071,-43.432178
35.789825,139.808432
-7.28453,112.73449
40.22925,0.268754
-23.545621,-46.612022
13.905193,100.550738
42.236657,-91.192023
-22.111674,-41.475181
-22.763176,-43.524327
13.641683,100.390566
-7.806632,110.355525
41.697691,-72.663144
14.568806,121.029382
48.79499,2.147417
40.778039,29.388033
-7.804521,110.363902
40.985487,29.137029
55.770732,37.609377
-7.748507,110.488207
-28.650425,-49.440804
14.690257,121.036945
35.566331,139.745389
19.357138,-99.177637
4.471739,118.611125
-6.247768,106.715217
-34.80034,-56.137847
42.58878,-8.772493
-8.112764,-34.941506
-6.94561,107.68274
40.622775,-89.46021
14.615231,120.996545
37.077635,37.350434
1.449837,110.45556
32.859574,-97.097695
14.352652,121.071336
44.134198,12.248248
-6.244293,106.689686
38.9211,141.106512
57.08872,61.674186
19.515335,-99.19166
35.742106,139.604688
14.947473,102.036783
-34.800622,-56.150518
41.036907,28.985495
38.249587,-85.817207
33.541871,-84.646164
3.60749,98.70285
-6.276809,106.862679
-7.009009,110.483302
-6.30769,107.3054
40.170425,-3.830892
51.522631,7.532384
35.13839,136.853546
48.858165,2.294426
34.734922,137.433896
51.742937,-2.226002
14.893688,120.779647
14.411373,120.95912
-20.516518,-47.413398
20.688602,-101.352417
40.657236,29.262442
48.630851,2.318565
41.82439,-3.485173
45.815508,1.276264
14.585908,121.027618
-5.50433,120.06749
14.671839,120.543774
40.895961,29.213545
-25.530749,-48.543602
40.226107,-4.392041
13.749804,101.347126
43.160804,-77.617562
42.052378,12.621234
52.403899,37.570745
14.977152,120.536296
53.012227,9.027238
-3.794262,-38.530846
19.172553,72.870339
1.459248,103.763386
14.843915,-91.511416
-25.058566,-50.142977
35.076085,139.07428
-23.494139,-46.494782
-6.203396,106.644614
53.458489,-2.163372
41.035854,28.977529
3.239484,101.713797
43.385195,-4.570734
52.654973,-2.133765
4.658514,101.078835
5.589691,-0.131814
38.364327,-0.469969
48.920972,2.466104
36.332936,127.37712
21.660001,39.124072
53.131819,26.017906
16.332285,-61.423675
51.512514,-0.884064
-23.538038,-46.440837
51.403061,-2.599621
38.356552,-0.487068
55.796192,37.681005
48.136625,11.576905
42.273577,-83.68633
50.439232,3.020102
52.345104,4.909147
-7.227744,112.73067
46.88856,29.299442
36.748117,-3.017542
-6.570629,106.796014
-25.506289,-49.339103
2.249224,102.160283
-6.63838,106.806
33.638513,130.811357
-22.885799,-43.271588
4.828285,-75.694893
30.240845,-81.627545
40.887786,-73.263954
40.646161,29.12325
24.583302,46.672638
37.255068,-3.755177
39.879333,-84.209335
-0.907039,119.850729
-20.280875,-40.291077
-29.656132,-51.196602
52.107304,5.00954
44.50022,-80.205459
47.899,1.905
5.207207,100.486782
-7.6237,111.52969
1.398182,103.908696
34.053154,131.849975
53.345727,-6.257263
-7.612318,112.75549
-6.17885,107.01363
42.687372,14.011197
37.094257,-4.390177
-6.224954,106.908546
-19.534007,-42.640624
21.258965,39.941784
-34.566556,-58.594776
-1.749593,120.650928
18.482073,-69.869315
-29.898422,-51.191208
-6.473013,106.878315
35.7026,140.8397
20.678269,-103.357226
5.60428,100.657998
1.444025,103.793762
-8.140246,-34.906139
51.876612,0.545831
-0.926985,100.35536
32.77806,-97.37234
28.095865,-16.738602
40.626019,-74.133157
40.873061,-74.202941
39.494425,-0.388552
14.667787,121.109263
14.63056,121.127248
35.673488,139.760608
51.664707,5.259457
-34.684327,-58.43649
40.485205,-3.720758
3.135707,101.75252
-8.319041,-34.959356
35.575251,139.570933
54.958793,73.382945
37.180688,33.211963
5.055204,-75.507542
-8.71677,115.16957
37.234897,-3.55024
28.021806,34.437447
39.9711,-75.22882
36.209674,36.155903
36.559332,-4.615766
5.221254,-73.592581
19.22932,-70.546522
38.572344,-0.120538
-22.988339,-43.295719
-7.479821,112.730564
41.875082,12.46346
11.50282,-85.890065
-7.77789,110.37232
6.274435,-75.591782
3.306563,101.470697
35.766366,139.69749
33.191809,-87.514678
-7.7459,110.3788
37.868226,-87.564931
42.900678,143.195715
13.817763,102.579899
40.372641,-3.619753
-6.296622,106.874156
-37.789685,144.882871
-27.483247,153.040271
-19.990722,-44.01744
35.695098,139.708122
-6.18534,106.68799
42.890254,-88.16299
41.016349,28.950195
40.745609,-73.976239
35.996823,138.190248
60.194409,29.676658
41.625147,0.636865
-23.189859,-47.271264
3.58963,98.653117
29.298378,48.055988
19.892587,99.816981
35.370629,139.234604
1.349836,103.954054
41.774822,-72.629257
53.486872,-2.140433
34.571664,135.608765
-22.883775,-43.217207
2.218454,102.274221
-32.486486,-58.247776
-0.02094,109.32921
14.71783,121.054188
-23.322513,-51.151536
34.967096,135.772691
